id,prompts,images
2315,එහෙම අවශ්‍යතාවක් නැහැ. කොල්ලෙක් මං දිහා බලලා ලස්සනයි කියනවාට නම් මම කැමැතියි.,sinhala_doc_02315.png
2316,"එකී මොරගහකන්ද ව්‍යාපෘතිය නිම කරමින් තම පාලනය අතර, හෙතෙම කඩිනම් මහවැලි වැඩසටහන නිම කිරීමේ ගෞරවය දිනා සිටී.",sinhala_doc_02316.png
2317,එම්. විජේපාල මහතා මෙසේ කීය. නගර සභාවේ කර්මාන්ත කමිටුව හෝ දැනුවත් කර නෑ.,sinhala_doc_02317.png
2318,රාජ්‍ය සේවක වැටුප රුපියල් දසදහස කින්ද පෞද්ගලික අංශවල වැටුප රුපියල් දෙදහස් පන්සීයකින් පමණද වැඩිවිය.,sinhala_doc_02318.png
2319,තාම රස්සාවක් නැහැ. නගරයෙන් රස්සාවක් හොයාගන්න ඕන.,sinhala_doc_02319.png
2320,(ඒකයි රතු වගේ ම නිල් රෝස) ඔහුගේ යථාර්ථය චින්තනයේ යථාර්ථය යි.,sinhala_doc_02320.png
2321,අන්තිමට වාට්ටුවෙන් අයි සි යූ එකට දැම්මේ බාගෙට මැරුණු දරුවෙක්.,sinhala_doc_02321.png
2322,හදවතේ විඩාව අඩුකර කර රුධිර පීඩනය සමනය කිරීමටත් පතෝල උපකාර කරනවා.,sinhala_doc_02322.png
2323,"බණ්ඩාරනායක මහත්තයාගේ, චෙල්වනායගම් මහත්තයාගේ ‍ඉඳන් දැන් දශක හයකට වැඩිකාලයක් තිස්සේ තිබෙන ප්‍රශ්නයක්.",sinhala_doc_02323.png
2324,ඒ යුරෝපීය සුපර් ලීග් සහ ජාතික රග්බි ලීග් තරගාවලියන්ය. මින් ජාතික රග්බි ලීග් තරගාවලිය ඕස්ට්‍රේලියාව සහ නවසීලන්තයේ දී පැවැත්වේ.,sinhala_doc_02324.png
2325,මෙම ස්වේච්ඡා බළකායේ තාක්ෂණික දැනුම වර්ධනය කිරීම සඳහා වූ පුහුණු වැඩසටහනක්.,sinhala_doc_02325.png
2326,ටෙන්ඩර් දැමීමට පළපුරුදු අයෙකු විශේෂයි. අවුරුදු පනස් පහ ට නොඅඩු පිරිමි අය සුදුසුයි. වැටුප සාකච්ඡා කළ හැක.,sinhala_doc_02326.png
2327,කාලයක් තිස්සේ පුවත් මවමින් තිබූ කැ‍බිනට් සංශෝධනය පසුගියදා සිදුවුණා.,sinhala_doc_02327.png
2328,දහසක පමණ පිරිසකට අසුන් ගත හැකි ශ්‍රවණාගාරය මහල් දෙකකින් යුක්ත වේ.,sinhala_doc_02328.png
2329,ඇඟලුම් ආයතනයක සේවකයන් රැගෙන පෞද්ගලික බස් රථය රඹුක්කන සිට කුරුණෑගල දෙසට ධාවනය කර ඇත. මරණයට පත් යතුරුපැදිකරු කුරුණෑගල දෙස සිට රඹුක්කන දෙසට ධාවනය කර ඇත.,sinhala_doc_02329.png
2330,ඊට අමතරව එම වාහනය ඇතුළත ඩ්‍රෝන කැමරා නයිට් විෂන් කැමරා ද තිබිණි.,sinhala_doc_02330.png
2331,'සෞභාග්‍ය යේ දැක්ම ' ප්‍රතිපත්ති ප්‍රකාශනයට සමගාමීව දේශීය ඖෂධ නිෂ්පාදනය ඉහළ නැංවීමේ හා දිරි ගැන්වීමේ අරමුණින් ආරම්භ කළ මෙම මධ්‍යස්ථානය තුළින් ඉදිරියේදී විදේශීය ඇණවුම් සඳහා ඖෂධ නිෂ්පාදනද සිදු කරනු,sinhala_doc_02331.png
2332,ඇත.,sinhala_doc_02332.png
2333,ඒ යන විට ගෝටා ඇඳ සිටියේ නිල් පැහැති කලිසමක් සහ සුදු කමිසයකි. ඈ ඇඳ සිටියේ කහපාට රෙද්දට රතු මල් ඇති ඇඟට තද වූ සායක් සහ සුදු හැට්ටයකි. ඇගේ උස වැඩි වන අඩි උස සපත්තු ඈ පැළඳ සිටියාය.,sinhala_doc_02333.png
2334,ලක් දිව සාසන ඉතිහාසයේ නව පරිච්ඡේදයකට මුලපුරමින් අමරපුර මහා නිකාය සහ රාමඤ්ඤ මහා නිකාය 'ශ්‍රී ලංකා අමරපුර-රාමඤ්ඤ සාමග්‍රී මහා සංඝ සභාව' නමින් සම්මුතියකට එළඹීම සිකුරාදා (දහසය) කොළඹ පදනම්,sinhala_doc_02334.png
2335,ආයතනයේදී සිදු විය.,sinhala_doc_02335.png
2336,එම ඖෂධය රුමටොයිඩ් ආතරයිටිස් රෝගයට දීර්ඝකාලීනව ලබා දෙන ප්‍රමිතියෙන් යුක්ත ඖෂධයකි. එය දීර්ඝකාලීනව පාවිච්චි කිරීමේදී අක්ෂි දුර්වලතා ඇති විය හැකිය.,sinhala_doc_02336.png
2337,එම ඖෂධ නියමිත වේලාවට අනිවාර්යයෙන් ලබා ගත යුතුමය. වතුර ස්වල්පයක් සමඟ ඖෂධ පානය කිරීමෙන් රුධිර පරීක්ෂණයට කිසිදු අහිතකර බලපෑමක් සිදු නොවේ.,sinhala_doc_02337.png
2338,"වර්තමාන මිනිස් සමාජය තුළ ඔවුනොවුන් කෙරෙහි පැවතිය යුතු මිත්‍රශීලී බව ද මානවීය බව ද, මානව ගෞරවය ද කෙමෙන් කෙමෙන් ගිලිහෙමින් එය ශිෂ්ට සම්පන්න සමාජ සීමාවෙන් ඈතින් ඈතට යයි.",sinhala_doc_02338.png
2339,තිච් ඤාතාන් නම් වූ වියට්නාම් ජාතික දාර්ශනික යතිවරයාණන් ලියූ කෘතිය 'සංහිඳී ගිය හදින්' නමින් සිංහලයට පරිවර්තනය කළාහු මණ්ඩාවල පඤ්ඤාවංස හිමිපාණෝය.,sinhala_doc_02339.png
2340,නිෂ්පාදනයේදී ඉතා පරෙස්සමින් විෂ මරා ඖෂධ සංස්කරණය කළ යුතුයි. ඖෂධ විෂ මැරීමේ හා සංස්කරණයේ අපට ආවේණික පාරම්පරික ක්‍රමවේද අප සතුයි.,sinhala_doc_02340.png
2341,නමුත් ඒ මිල ගණන් ඔයිට වඩා ඉහළ යන්නේ නෑ. තව සති දෙකක් යද්දී පරණ මිලටම එළවළු ලැබෙනවා. මේ වනවිට වගාවන්ගේ ඵලදාව ලැබෙමින් තිබෙන්නේ. නවයදා වෙද්දී පිපිඤ්ඤා කිලෝව රුපියල් පහළොව සහ විසි පහ අතරට,sinhala_doc_02341.png
2342,පහළ බැහැලා.,sinhala_doc_02342.png
2343,එකෙන් දෙකෙන් පුපුරන්නට ගත් රතිඤ්ඤා තප්පර ගණනාවක් යන විට කන් පසාරු කරගෙන යන හඬින් එක දිගට පුපුරන්නට විය.,sinhala_doc_02343.png
2344,"සංකේතාත්මකව කෙටි ඉරි කඩක් ‍මඟින් නිරූපණය කෙරේ. දීර්ඝ ස්වර: ආ, ඈ, ඊ, ඌ, ඍ, ඒ, ඓ, ඕ, ඖ ස්වර සහ මේ ස්වර නැංවුණු කා, කෑ, කී, කූ... ආදි ගතාක්ෂර.",sinhala_doc_02344.png
2345,ඒ අවට ගොඩනැගිලිය. ඈතින් ඈතට විහිදි යන ගොඩනැගිලි අතරින් බොහෝ ඈත පෙනේ. නමුදු පැහැදිලි නැත.,sinhala_doc_02345.png
2346,සන්ධ්‍යා එක්නැලිගොඩ පවසන පරිදි ඈට ඥාණසාර භික්ෂුව විසින් අධිකරණයේදී අපහාස කළ විට කෝට්ටේ කල්‍යාණි සාමග්‍රී ධර්ම මහා සංඝ සභාවේ මහා නායක ආචාර්ය ඉත්තෑපානේ ධම්මාලංකාර හිමි හමු වන්නට ඈ ගොස් ඇත.,sinhala_doc_02346.png
2347,මෙවන් වාතාවරණයක මේ රෝගයෙන් අත් මිදීම කාලීන අවශ්‍යතාවක් ලෙස දුටු රිජ්වේ ආර්යා ළමා රෝහලේ ඖෂධවේදියෙකු නවතම ඖෂධයක් නිපදවීමට සමත් වී ඇත. ඔහු නමින් ජානක කොටුවේගෙදර මහතායි.,sinhala_doc_02347.png
2348,මේ හා සමඟම මතින් නිදහස් ජාතියක් - සෞභාග්‍යවත් දේශයක් උදා කිරීම එක්දහස් නවසිය අසූ හතර අංක එකොළහ දරන අන්තරායකර ඖෂධ පාලක ජාතික මණ්ඩලය පනත යටතේ පිහිටුවා ඇති අන්තරායකර ඖෂධ පාලක,sinhala_doc_02348.png
2349,ජාතික මණ්ඩලයේද අරමුණ වී තිබේ.,sinhala_doc_02349.png
2350,"විශේෂයෙන්ම ඉතාලියානු සංගීතය, ස්පාඤ්ඤ ගීත ඉතාම සංයමයකින් අභ්‍යාස කර ප්‍රගුණ කර තිබූ ඔහු වැඩිමනත් ගායනා කරන ලද්දේ ඉංග්‍රීසි, ස්පාඤ්ඤ හා ඉතාලි ගීතය.",sinhala_doc_02350.png
2351,සංඛාර සහ විඤ්ඤාණය අතර පවත්නා සබඳතාවය හඳුනාගැනීම අතිශයින් වැදගත් ය. විඤ්ඤාණය වර්තමාන ඵලයක් වන්නා සේ ම අනාගත ඵලයක් ද වන්නේ ය.,sinhala_doc_02351.png
2352,එහෙත් ඒ අණ සීමාවේ සිරවී සිටිමින් ම මඳ සිනා පෑ ඈ දකින්නට නොමැත‍. කිවිඳිය ඈ සොයන්නීය.,sinhala_doc_02352.png
2353,වෙනදා නාම යෝජනා ලබා දීමට පිරිස් පිරිවරා රතිඤ්ඤා දල්වමින් රිය පෙරහර පවත්වමින් එන අපේක්ෂකයින් මෙවර අනුගමනය කළේ දැඩි නිහඬතාවකි.,sinhala_doc_02353.png
2354,'මට දුක හිතුණ. මං මූව ගෙදර අරං ගිහිං හදනව' චන්දරේ අතුරු පාරකට හැරුණේ ය. චන්දරේ මගේ දසුනින් ඈත් වුව ද මනසින් නම් ඈත් නොවී ය. චන්දරේ ජීවිතයට මුහුණ දුන්නේ මේසන් බාස් කෙනෙකු හැටියට ය.,sinhala_doc_02354.png
2355,සමහර ඖෂධවල සියයට හාරසීයක් පමණ කංසා අඩංගු වේ. දේශීය වෛද්‍යවරුන් පවසන්නේ කංසා පදනම අපේ ඖෂධවල නොමැති වුවහොත් එම ඖෂධය වේගයෙන් ක්‍රියාත්මක වී සාර්ථක ප්‍රතිඵල ගෙනදීමට අපොහොසත් වන බවය.,sinhala_doc_02355.png
2356,අසා උතුරන මාගේ ප්‍රේමය සතුටු කර තබනු ඇත ඈ සදා නොවෙනස්ව ඒ සතුට පනිනු ඇත. ටොල්ස්ටෝයි සෝනියා ගැන වන ප්‍රේමයෙන් හද ආතුර වෙද්දී තම දිනපොතේ මෙසේ ලියා තැබුවේ ය.,sinhala_doc_02356.png
2357,"වැලිකතර චිත්‍රපටයෙ සමීපරූපය ඉන්ද්‍රචාප හොයාගෙන ගියා. ඈතින් ඈතට, එක්දහස් නවසිය හැත්තෑ එක තරම් ඈත කාලයකට අතීත රූපාවලිය දිව යනවා.",sinhala_doc_02357.png
2358,විඤ්ඤාණ යනු එහි විපාකයන් ය. මෙහි විඤ්ඤාණ ලෙස ගැනෙනුයේ ප්‍රතිසන්ධි කෘත්‍යය සිදු කරන සිත් දහනවය පමණක්ය යනුවෙන් ඉහත විග්‍රහ කළේ එහෙයිනි. විඤ්ඤාණය වර්තමාන භවයට අයත් ය.,sinhala_doc_02358.png
2359,"අපේ සමාජය ක්‍රම ක්‍රමයෙන් පැරැණි ධාන්‍ය වර්ගවලින් ද ඈත්ව යනු පෙනේ. අමු කුරක්කන්, මෙනේරි වැනි ධාන්‍ය වර්ග ජනතාවගෙන් ඈත් කිරීමේ ක්‍රමෝපායන් ද මේ රටේ කලක සිට ක්‍රියාත්මකය.",sinhala_doc_02359.png
2360,ඔවුන්ගෙන් ඈත්වෙලා කරන දෙයක්. ඈත පළාත්වල අම්මලා - තාත්තලා දන්නේ නැතුව ඇති මගේ දරුවා දවසකට ක්‍රීඩාව වෙනුවෙන් මොන තරම් කට්ටක් කාගෙන පුහුණුවීම් කරනවාද කියලාවත්.,sinhala_doc_02360.png
2361,"නිවෙසක තිබිය යුතු ඖෂධ පැළෑටි අතර තවත් වටිනා ඖෂධයක් වන කහ පැළෑටිය පිළිබඳ අද සටහන් තබමු. කහ ශාකය කුළු බඩුවක්, ‍ඖෂධයක් මෙන්ම වර්ණකයක් ද වේ.",sinhala_doc_02361.png
2362,ඈ කන්දකාඩු මත්ද්‍රව්‍ය නිවාරණ ප්‍රතිකාර සහ පුනරුත්ථාපන මධ්‍යස්ථානයේ උපදේශිකාවකි. ඈ නිවාඩු ලබා ගෙන නිවසට පැමිණියේ අසනීප වූ නිසාය.,sinhala_doc_02362.png
2363,ඈ සැබවින් ම අපුරු වූවා ය. ඇගේ ලේඛන රටාව කියැවීමට පහසු සරල එකක් වූවා මෙන්ම කියවන්නන්ගේ විශ්වාසය නොබි‍ඳෙන‍ සේ කතන්දර ගෙත්තම් කිරීමට ඈ සමත්කම් පෑවා ය.,sinhala_doc_02363.png
2364,මේඛලා සමඟ ආ පරිවාර දෙදෙනාත් ඈතට වී ඈතක් බලාගෙනය. ශ්‍රීමාල් හෙමිහිට... මේඛලා අසලට ළං වෙයි..,sinhala_doc_02364.png
2365,එමෙන්ම ආතර් ඈෂ් මානුෂීය වසරේ සම්මානයත් ෆෙඩරර් දෙදහස් හය සහ දෙදහස් දහතුන වසරවලදී හිමිකර ගත්තේය. ආතර් ඈෂ් හිටපු ඇමෙරිකන් ටෙනිස් ශූරයෙකි.,sinhala_doc_02365.png
2366,සිදුහත් කොහේ සිට හෝ කුමරු හා දේවිය දකින්නට එන්නේ ඈ රහසින් පෙම් කළ ඒ බව නොදත් කන්ථක සමඟ බැවින් ඈ තම දුක සිතෙහි තෙරපා ගෙන සිටින්නී ය.,sinhala_doc_02366.png
2367,එම අවස්ථාව අනුරාධපුර පොළොන්නරුව යුගයේ පමණක් නොවේ එතනිනුත් එහාට සියලු අධිරාජ්‍ය කාලය තුළත් ඈත අතිතය දක්වා වාරි කර්මාන්තයෙන් ජලය බෙදා හැරිමට අපි බොහෝම ඈත ඉතිහාසයක් තියෙන රටක්.,sinhala_doc_02367.png
2368,රතිඤ්ඤා ශබ්දයට අධික බියක් දක්වන සුනඛයන් දෙදෙනා සමඟය. 'මුන් හරි බයයි ඒ හරියට වැඩිය රතිඤ්ඤා පුපුරණ ශබ්දය ඇහෙන්නේ නැහැ',sinhala_doc_02368.png
2369,ඡන්දයකින් දිනුවාට පසු කවුද ඡන්දය දුන්නේ කවුද ඡන්දය නොදුන්නේ කියා සෙවීමට බැහැ. එසේ සිතනවානම් ඔහු සැබෑ දේශපාලනඥයෙක් වෙන්නෙත් නැහැ. මම කිසි දිනක මට ඡන්දය දුන් නොදුන් කිසිවෙක් මනින්න යන්නේ නැහැ.,sinhala_doc_02369.png
2370,එහිදී ලේඛකයකුගේ කෘතියක දෘඪ පිටපතකට වඩා අඩු මිලකට මෘදු පිටපතක් අන්තර්ජාලයෙන් ලබා ගැනීමේ අවස්ථාව පාඨකයාට හිමි වෙනවා. එයින් ලේඛකයාට සිය කෘතිය අන්තර්ජාතිකවද අලෙවි කරගැනීමේ හැකියාව ලැබෙනවා.,sinhala_doc_02370.png
2371,පළාතේ ජනතාව සෞඛ්‍ය සම්පන්නව සිටින්නට නම් පළාත පිරිසුදුව තියෙන්නට ඕනා. සෞඛ්‍ය සම්පන්න ජනතාවකට පමණයි පළාතක් දියුණු කරන්න පුළුවන් වෙන්නේ.,sinhala_doc_02371.png
2372,රිය අනතුරුවලින් මැරෙනවා ඊටත් වඩා. එතකොට කොහොමද අපේ සෞඛ්‍ය සේවය. අපේ ජනාධිපති කොරෝනාවලට බෙහෙත් නියම කරන්න ආවද? එතුමා සාකච්ඡා තියන්න ටී.වී එකේ පේන්න ආවද? සෞඛ්‍ය අංශ කාර්යභාරය,sinhala_doc_02372.png
2373,සෞඛ්‍ය අංශවලට පැවරුවා.,sinhala_doc_02373.png
2374,ස්පාඤ්ඤය ඇතුළු යුරෝපීය රටවලින් ඉල්ලුම් ගලාගෙන ආවා. සාරා කියන ලෝකයේ ඉහළම නමක් ඇති ස්පාඤ්ඤ සමාගමක් තියෙනවා. ඒ සමාගමේ සැපයුම්කරු අමෙරිකාවේ සමාගමක්.,sinhala_doc_02374.png
2375,එක: දුක්ඛ දෙය සුඛ ලෙස ගැනීමෙන් ඇති කරගන්නා සඤ්ඤා විපල්ලාස. දෙක: දුක්ඛ දෙය සුඛ ලෙස ගැනීමෙන් ඇති කරගන්නා චිත්ත විපල්ලාස. තුන: දුක්ඛ දෙය සුඛ ලෙස ගැනීමෙන් ඇති කරගන්නා දිට්ඨි විපල්ලාස තුන.,sinhala_doc_02375.png
2376,ඒ යන්නේ ඩෙංගු වෛරස් අරගෙන. ඒ වෛරසය තව කෙනෙකුට යන්නේ මදුරුවන්ගෙන්. ඒත් ඊඩිස් ඊජිප්ටයි සහ ඊඩිස් ඇල්බොපික්ටස් යන මදුරු වර්ග දෙකෙන් විතරයි ඩෙංගු වෛරසය ශරීරගත වෙන්නේ. තවත් මදුරු වර්ග හතලිස් හතක් සිටිනවා.,sinhala_doc_02376.png
2377,"මේ උද්ඝෝෂණ අඛණ්ඩ ව කරගෙන යන්න ඕන. ඒත් ඒක අහිංසාවාදී උද්ඝෝෂණයක් වෙන්න ඕන. එහි බර ආණ්ඩුවට දැනෙන්න ඕන. අනික මේ තරුණයන් හිතන්න අවශ්‍ය නෑ, ඔවුන් ඉල්ලන රුපියල් දහස ලැබුණහම හැමදේම හරි",sinhala_doc_02377.png
2378,කියලා.,sinhala_doc_02378.png
2379,ඔහු රහස් පරීක්ෂක කතා රචකයෙක්. මොකක්ද ඒ පොතට වුණේ? ඒක මගේ නියෝජිතයාගේ අදහසක්. ඒත් ඒක වුණේ නෑ. එයා ලිව්වේ ඉංගිරිසියෙන්. මම ස්පාඤ්ඤ භාෂාවෙන්. ස්පාඤ්ඤය ගැන එයාගේ අවධානය විනාඩි,sinhala_doc_02379.png
2380,එකොළහ යි.,sinhala_doc_02380.png
2381,දෙදහස් දහය වන විටත් ලෝකයේ අලුතින් නිෂ්පාදනය කෙරුණු නවීන නෞකා සියල්ලම පාහේ ටොන් තිස්දහසට වඩා බරින් වැඩි නෞකා වූ අතර ඇතැම් නෞකා ටොන් හැටදහසක් සහ තවත් නෞකා ටොන් එක්ලක්ෂ විසිදහසක් බරින් යුතු නෞකා විය.,sinhala_doc_02381.png
2382,"ස්වාමීනී, කවුරු හරි මගෙන් අහනවා භවයට හේතු කුමක්ද කියලා. මම පිළිතුරු දෙනවා උපාදානය නැත් නම් දැඩිව අල්ලාගැනීම කියලා. දැඩිව අල්ලාගන්නේ කුමක්ද? රූප, වේදනා, සඤ්ඤා, සංස්කාර, විඤ්ඤාණ.",sinhala_doc_02382.png
2383,මං පෞද්ගලිකව සොයා බැලුවා අලුත් ඡන්දදායක තරුණ තරුණියන් බොහෝ දෙනෙක් තවම තීරණය කරලා නෑ කාටද ඡන්දෙ දෙන්නෙ කියා. මේ මැතිවරණයේදී එම ඡන්දදායකයන්ගේ ඡන්දය තීරණාත්මක වෙයි කියා සිතනවා.,sinhala_doc_02383.png
2384,"ඒකෙදි මහජන සෞඛය පරීක්ෂක, සෞඛ්‍ය වෛද්‍ය නිලධාරී, ආහාර සහ ඖෂධ පරීක්ෂක වැනි නිලධාරීන් ස්වාධීනව එම නිෂ්පාදන ආයතනය පරීක්ෂා කිරීම සිදු කරනවා.",sinhala_doc_02384.png
2385,ඒ වන විට ඇය විසි හැවිරිදි නව යෞවනියක වූවාය. ඊළඟ වසරේ එනම් දෙදහස් හත දී ඇය ඉහළම ආදායම් වාර්තා තැබූ 'ඕම් ශාන්ති ඕම්' හි රඟමින් හොඳම නැඟී එන නිළියට හිමි ෆිල්ම් ෆෙයාර් සම්මානය ද දිනා ගත්තාය.,sinhala_doc_02385.png
2386,නමුත් ලෝක සෞඛ්‍ය බලධාරීන් නම් අපේ රටේ සෞඛ්‍ය සේවාව විශිෂ්ඨ සේවාවක් බව පිළිගන්නවා. මෙම සේවාව අනෙක් රටවලට ආදර්ශයක්.,sinhala_doc_02386.png
2387,ඉන්සී සිමෙන්ති සහ ජාතික වෘත්තීය ආරක්ෂණ සහ සෞඛ්‍ය පිළිබඳ ආයතනය අත්වැල් බැඳගනී.,sinhala_doc_02387.png
2388,කැලණි සරසවියේ වෛද්‍ය පීඨය හැර සෙසු පීඨ තාවකාලිකව වැසේ.,sinhala_doc_02388.png
2389,'සෞඛ්‍ය තත්ත්වය යහපත් වූ වහාම නෛතික බාධාවක් නොමැතිනම් හැකි ඉක්මණින් මැතිවරණය පවත්වනවා',sinhala_doc_02389.png
2390,රාමඤ්ඤ නිකායේ මහනාහිමි තනතුර නාපාන පේමසිරි හිමියන්ට.,sinhala_doc_02390.png
2391,කොටගල සෞඛ්‍ය වෛද්‍ය නිලධාරී කාර්යාලය වැසෙයි.,sinhala_doc_02391.png
2392,'ජාතියේ සෞඛ්‍ය සේවා සංවර්ධනයේ ඊළඟ පියවරට අවතීර්ණවීම පිළිබඳව ඩයලොග් සහ හුවාවේ සමාගම්වලට අපි ස්තූතිවන්ත වෙනවා.,sinhala_doc_02392.png
2393,ඒ කණ්ඩායම් සිර ගත කරන්නත් එයාලට දඬුවම් ලබා දෙන්නත් රන්ජන් රාමනායක මැතිතුමා මැදිහත් වෙලා කරන සාකච්ඡා ඒ හඬ පට විමර්ශනයට ලක් කරන්න ඕනෑ.,sinhala_doc_02393.png
2394,"විවිධ විදිහට හදනවා. තව ගොටුකොළ, සාරණ, කෝවක්කා, මඤ්ඤොක්කා කොළ මැල්ලුම් නිතරම අපේ ගෙදර පිළියෙල වෙනවා.",sinhala_doc_02394.png
2395,මහව සෞඛ්‍ය වෛද්‍ය නිල නිවෙසේ වල් බිහිවෙලා.,sinhala_doc_02395.png
2396,නිරන්තරයෙන්ම වාගේ කතාබහට ලක්වන මාතෘකාවක් වන්නේ දඩාවතේ යන සුනඛයන් එසේත් නැතිනම් වීදි පුරා දුව ඇවිද යන සුනඛයන් ය.,sinhala_doc_02396.png
2397,ෆොන්සේකාගේ නීතිඥයාට අපහාස නොකරන ලෙස කළ වාරණය දීර්ඝ කෙරෙයි.,sinhala_doc_02397.png
2398,ඒකෙන් අයියට ලැබුණේ තුන්වැනි ස්ථානය. එදා අයියා ස්ටේජ් එකේදි ගොඩක් ඇඬුවා. සම්මානය ගත්තේ අඬ අඬා. අයියා අඬනවා දැකලා මටත් එදා ගොඩක් දුක හිතුණා.,sinhala_doc_02398.png
2399,තව මොහොතකින් උදාවෙන සුබ නැකතින් හැම දෙනාගේම හිත්වල සතුටේ කිරි ඉතිරී යනවා ඇත. ස්වල්ප වෙලාවකින් මහා රතිඤ්ඤා වැලක්ම පත්තුවී ගියේය.,sinhala_doc_02399.png
2400,මම නවකතාවක් ලියන විට පරි‍ච්ඡේදයෙන් පරිච්ඡේදයට තෘප්තිමත්. කෙටිකතා ලියන විට කෙටිකතාවෙන් කෙටිකතාවට තෘප්තිමත්.,sinhala_doc_02400.png
2401,'සුගත් කියන්න බලන්න ඕමාර් ඛයියාම් ගැන දන්න දෙයක්.' ඕමාර් ඛයියාම් පර්සියානු ජාතික කවියෙක්.,sinhala_doc_02401.png
2402,එලියට් කවීන්ගේ හඬවල් තුනක් ඇති බව පවසා තිබෙනවා. පළමුවැන්න කවියා තමාට ම අමතන හඬ. දෙවැන්න කවියා වෙන කෙනෙකු අමතන හඬ.,sinhala_doc_02402.png
2403,පොලිසිය පැවසුවේ සෞඛ්‍ය අංශවල උපදෙස් මත වෙළෙඳපොළ විවෘත කළ නොහැකි බවය.,sinhala_doc_02403.png
2404,"අපි ඉතාමත්ම සියුම් ඇහෙන නෑහෙන ශබ්ද වඩාත් මැනැවින් අසන්නට උපකරණ හදා ගත්තා. ඊළඟට මොකද වුණේ අපේ කට, මුඛය, වඩාත් ඵලදායක ලෙස භාවිතයට ගත්තා.",sinhala_doc_02404.png
2405,දේශපාලඥයෝ බොරු නොකර වැඩ කරන්න ඕනි. එ සඳහා අවංක සාමූහික පිරිසක් ඕනි.,sinhala_doc_02405.png
2406,ඒ අනතුරු සංඥාව කන වැකෙත්ම වලස් මව උගුරෙන් කෙටි හඬක් නංවමින් පුංචි වුන් තමන් ළඟට අඬ ගහ ගෙන උඩු සුළඟ ඉව කරන්න වුණා.,sinhala_doc_02406.png
2407,වරද වන්නේ ඇතැමුන් 'ඕ' කාරයට නොහොත් බින්දුවට පසු වැ යෙදෙන 'ග' ('ඟ' යැ යි) සඤ්ඤක සහිත කොට ලිවීම යි.,sinhala_doc_02407.png
2408,ඒකට හොඳම නිදසුන තමයි සමෘද්ධි සහනාධාර අලුතින් ලබාදීමේ වැඩපිළිවෙළ. අලුතින් සමෘද්ධි සහනාධාර ලබාදීමේදී බොහෝ ලේඛන හැදුවේ ආසනවල පිහිටි එජාප කාර්යාලවල.,sinhala_doc_02408.png
2409,ෆුල් ෆේස් තහනමට එරෙහි අතුරු තහනම ඔක්තෝම්බර් දහතුන තෙක් දීර්ඝයි.,sinhala_doc_02409.png
2410,පලාත් සභා ඡන්දයේ පටන් ඊට ඉහළින් ඇති ඕනෑම ඡන්දයකින් සිදුවිය යුත්තේ දක්ෂයන් අතරින් දක්ෂතම පිරිසක් තෝරා පත් කර ගැනීමය.,sinhala_doc_02410.png
2411,ගොවිතැන් කිරීම වෘත්තියක් නෙවේ ජීවිතයක්. කෘෂිකර්මය වෘත්තියක් විය හැකියි. නමුත් ගොවිතැන වෘත්තියක් විය නොහැකියි.,sinhala_doc_02411.png
2412,ඒ අලුත් වැඩය වූයේ සිනමාව පිළිබඳ ව ඉතා වටිනා පොතක් සිංහලයට පරිවර්තනය කිරීමය. පොතේ නම සර්ජි අයිසන්ස්ටයින්ගේ 'ෆිල්ම් ෆෝම් ඇන්ඩ් ෆිල්ම් සෙන්ස්' ය.,sinhala_doc_02412.png
2413,අපි වගේ දේශපාලනඥයින්ට. සිංහල දෙමළ මුස්ලිම් දේශපාලනඥයින්ට. පොදුවේ රට වැසියා ජීවන අරගලයක යෙදෙන කොට දේශපාලනඥයො බල අරගලයක යෙදෙනවා.,sinhala_doc_02413.png
2414,මෙය අමානා බැංකුව සතු විසි තුන් වන ශාඛාව වනඅතර නැ‍ඟෙනහිර පළාත තුළ විවෘත කළ අට වන ශාඛාව වේ.,sinhala_doc_02414.png
2415,ගාල්ලේ සවුත්ලන්ඩ් විද්‍යාලයේ එවැනි සිදුවීමක් අපට දන්වා එවා තිඛෙනවා තිඛෙනවා. දරුවාගේ ඡායා රූපයක් සමග ඒ බව පියා අපට දැනුම්දීලා තිඛෙනවා.,sinhala_doc_02415.png
2416,"රජරට විශ්ව විද්‍යාලයේ වෛද්‍ය පීඨයේ මහාචාර්ය සිසිර සිරිබද්දන, මහාචාර්ය සුනෙත් අගම්පොඩි, වෛද්‍ය අමරසිංහ යන අයයි.",sinhala_doc_02416.png
2417,ඕල්කට් බෞද්ධ කනිෂ්ඨයේ විශේෂ තෛපොංගල් උත්සවයක්.,sinhala_doc_02417.png
2418,කවියා හෙළිදරව් කරන මේ උත්කෘෂ්ඨ යථාර්ථය පාඨකයා විසින් එකත්පස්ව සිට සාදර ගෞරවයෙන් යුක්තව සමාදන් විය යුතු ය.,sinhala_doc_02418.png
2419,ඊට ගත වූ කාලය විනාඩි දෙසිය අසූ එක කි. පන්දු දෙසිය දෙක කි. හතර පහර පහළොවකි. ටෙස්ට් ඉනිමක ඔහුගේ හොඳම පන්දු යැවීම ඕවර විසි හයයි - නොයිඳුල් ඕවර හයයි - ලකුණු පනස් පහට කඩුලු හයක් දවාලීම වේ.,sinhala_doc_02419.png
